frame,x,y,range_idx,peak_value,doppler_idx,xyz_q_format
0,225,281,12,7,65534,10
0,244,305,13,9,65534,10
1,None, None, None, None, None
2,93,254,9,26,65534,10
3,20,209,7,41,0,10
3,23,239,8,52,0,10
3,25,269,9,40,0,10
3,19,300,10,18,0,10
3,15,240,8,98,65535,10
3,17,270,9,77,65535,10
4,65474,169,6,24,1,10
4,65464,197,7,38,1,10
4,65453,226,8,35,1,10
4,65443,254,9,18,1,10
4,65474,169,6,8,2,10
4,65464,197,7,14,2,10
4,65453,226,8,12,2,10
4,64991,2431,83,22,3,10
4,64984,2460,84,28,3,10
4,64978,2490,85,21,3,10
4,65342,188,9,13,1,10
5,65423,141,6,9,0,10
5,65405,164,7,20,0,10
5,65386,187,8,23,0,10
5,65367,211,9,15,0,10
5,65423,141,6,18,1,10
5,65405,164,7,38,1,10
5,65386,187,8,44,1,10
5,65367,211,9,30,1,10
5,65398,159,7,19,2,10
5,65378,181,8,23,2,10
5,65359,204,9,15,2,10
6,65392,153,7,10,0,10
6,65371,174,8,17,0,10
6,65350,196,9,17,0,10
6,65320,209,10,9,0,10
6,65392,153,7,19,1,10
6,65363,167,8,33,1,10
6,65342,188,9,33,1,10
6,65320,209,10,17,1,10
6,65385,146,7,10,2,10
6,65363,167,8,18,2,10
6,65342,188,9,18,2,10
6,65311,199,10,9,2,10
7,65316,157,9,7,0,10
7,65292,175,10,7,0,10
7,65341,140,8,8,1,10
7,65316,157,9,15,1,10
7,65283,161,10,15,1,10
