frame,x,y,range_idx,peak_value,doppler_idx,xyz_q_format
0,228,145,9,7,0,10
0,263,145,10,8,0,10
0,289,160,11,6,0,10
0,236,131,9,7,65534,10
0,263,145,10,8,65534,10
0,228,145,9,13,65535,10
0,253,161,10,16,65535,10
0,289,160,11,11,65535,10
1,188,150,8,11,0,10
1,211,169,9,13,0,10
1,235,187,10,9,0,10
1,171,122,7,14,65534,10
1,195,140,8,27,65534,10
1,220,157,9,30,65534,10
1,244,175,10,21,65534,10
1,164,131,7,14,65535,10
1,188,150,8,28,65535,10
1,211,169,9,32,65535,10
1,235,187,10,22,65535,10
2,89,121,5,12,0,10
2,107,145,6,31,0,10
2,125,169,7,42,0,10
2,143,193,8,33,0,10
2,160,217,9,15,0,10
2,101,149,6,6,1,10
2,118,174,7,8,1,10
2,135,199,8,7,1,10
2,56535,12198,505,4,1,10
2,56517,12222,506,3,1,10
2,89,121,5,23,65534,10
2,107,145,6,55,65534,10
2,125,169,7,74,65534,10
2,143,193,8,59,65534,10
2,160,217,9,28,65534,10
2,84,124,5,28,65535,10
2,101,149,6,69,65535,10
2,118,174,7,93,65535,10
2,135,199,8,74,65535,10
2,152,223,9,35,65535,10
3,65508,178,6,26,65535,10
3,39,176,6,26,65535,10
4,None, None, None, None, None
5,65470,135,5,27,0,10
5,65457,162,6,43,0,10
5,65444,189,7,40,0,10
5,65431,216,8,22,0,10
5,65470,135,5,52,1,10
5,65457,162,6,82,1,10
5,65444,189,7,78,1,10
5,65423,212,8,43,1,10
5,65470,135,5,25,2,10
5,65457,162,6,40,2,10
5,65438,186,7,38,2,10
5,65423,212,8,22,2,10
5,6158,13852,505,4,65535,10
5,6645,13658,506,4,65535,10
5,65333,129,8,17,0,10
5,12317,8837,505,3,65535,10
5,12341,8855,506,3,65535,10
6,65423,141,6,13,0,10
6,65405,164,7,21,0,10
6,65378,181,8,19,0,10
6,65359,204,9,10,0,10
6,65418,136,6,26,1,10
6,65398,159,7,40,1,10
6,65378,181,8,36,1,10
6,65359,204,9,20,1,10
6,65418,136,6,12,2,10
6,65398,159,7,19,2,10
6,65378,181,8,18,2,10
6,65350,196,9,10,2,10
7,65378,139,7,10,0,10
7,65356,159,8,13,0,10
7,65333,179,9,9,0,10
7,65378,139,7,20,1,10
7,65348,150,8,26,1,10
7,65325,169,9,19,1,10
7,65301,187,10,8,1,10
7,65372,131,7,9,2,10
7,65348,150,8,11,2,10
7,65325,169,9,8,2,10
8,65341,140,8,10,1,10
8,65316,157,9,10,1,10
