frame,x,y,range_idx,peak_value,doppler_idx,xyz_q_format
0,65367,417,15,20,65532,10
0,65356,445,16,33,65532,10
0,65345,473,17,30,65532,10
0,65283,477,18,23,65532,10
0,65269,504,19,26,65532,10
0,65255,530,20,19,65532,10
0,65353,411,15,41,65533,10
0,65341,439,16,64,65533,10
0,65329,466,17,57,65533,10
0,65266,468,18,39,65533,10
0,65251,494,19,43,65533,10
0,65236,520,20,33,65533,10
0,65367,417,15,24,65534,10
0,65356,445,16,34,65534,10
0,65329,466,17,29,65534,10
1,6085,13687,499,5,4,10
1,5628,13914,500,4,4,10
1,65402,302,11,35,65531,10
1,65390,329,12,72,65531,10
1,65377,357,13,78,65531,10
1,65365,384,14,39,65531,10
1,65409,432,15,10,65531,10
1,65356,445,16,20,65531,10
1,65412,306,11,54,65532,10
1,65390,329,12,111,65532,10
1,65377,357,13,126,65532,10
1,65365,384,14,75,65532,10
1,65170,262,15,16,65532,10
1,65402,302,11,30,65533,10
1,65390,329,12,56,65533,10
1,65377,357,13,62,65533,10
1,65352,378,14,40,65533,10
1,65208,262,14,28,65531,10
1,65142,218,15,9,65531,10
1,65339,405,15,13,65532,10
2,65485,265,9,5,1,10
2,1884,14951,502,3,3,10
2,2359,14914,503,6,3,10
2,2364,14943,504,5,3,10
2,65435,250,9,30,65531,10
2,65414,274,10,28,65531,10
2,65498,237,8,72,65532,10
2,65502,268,9,78,65532,10
2,65498,298,10,53,65532,10
2,65503,208,7,53,65533,10
2,65498,237,8,103,65533,10
2,65494,267,9,115,65533,10
2,65489,296,10,76,65533,10
2,65484,326,11,32,65533,10
2,65503,208,7,19,65534,10
2,65498,237,8,38,65534,10
2,65494,267,9,42,65534,10
2,65489,296,10,27,65534,10
2,8005,12767,502,2,3,10
2,65401,234,9,59,65532,10
2,65395,265,10,49,65532,10
3,34,177,6,25,65535,10
3,39,206,7,27,65535,10
3,65502,177,6,19,65535,10
3,65497,206,7,21,65535,10
4,138,159,7,20,2,10
4,158,181,8,31,2,10
4,177,204,9,28,2,10
4,197,227,10,14,2,10
4,138,159,7,33,3,10
4,158,181,8,52,3,10
4,177,204,9,48,3,10
4,188,234,10,24,3,10
4,158,181,8,26,4,10
4,177,204,9,24,4,10
4,178,242,10,12,4,10
4,279,177,11,10,4,10
