frame,x,y,range_idx,peak_value,doppler_idx,xyz_q_format
0,65356,445,16,8,1,10
0,65345,473,17,7,1,10
0,65367,417,15,8,65535,10
0,65356,445,16,11,65535,10
0,65345,473,17,9,65535,10
1,65367,417,15,9,1,10
1,65356,445,16,12,1,10
1,65345,473,17,10,1,10
1,65316,494,18,6,1,10
1,65367,417,15,13,65535,10
1,65356,445,16,17,65535,10
1,65345,473,17,15,65535,10
1,65316,494,18,9,65535,10
2,65367,417,15,14,0,10
2,65356,445,16,15,0,10
2,65345,473,17,8,0,10
2,65367,417,15,14,1,10
2,65356,445,16,14,1,10
2,65378,390,14,18,65535,10
2,65367,417,15,38,65535,10
2,65356,445,16,41,65535,10
2,65345,473,17,21,65535,10
3,65377,357,13,22,0,10
3,65365,384,14,44,0,10
3,65353,411,15,51,0,10
3,65326,432,16,34,0,10
3,65390,362,13,27,65534,10
3,65378,390,14,57,65534,10
3,65367,417,15,67,65534,10
3,65341,439,16,46,65534,10
3,65365,351,13,43,65535,10
3,65352,378,14,86,65535,10
3,65339,405,15,101,65535,10
3,65326,432,16,68,65535,10
4,65412,338,12,19,65532,10
4,65402,366,13,26,65532,10
4,65392,395,14,23,65532,10
4,65381,423,15,15,65532,10
4,65401,334,12,37,65533,10
4,65390,362,13,55,65533,10
4,65378,390,14,52,65533,10
4,65353,411,15,36,65533,10
4,65341,439,16,23,65533,10
4,65390,329,12,31,65534,10
4,65390,362,13,39,65534,10
4,65378,390,14,34,65534,10
5,2825,14802,502,4,4,10
5,2831,14831,503,4,4,10
5,65485,265,9,35,65531,10
5,65480,295,10,32,65531,10
5,65381,292,11,19,65531,10
5,65401,334,12,16,65531,10
5,65491,236,8,49,65532,10
5,65485,265,9,86,65532,10
5,65480,295,10,85,65532,10
5,65474,324,11,44,65532,10
5,65483,234,8,37,65533,10
5,65477,264,9,66,65533,10
5,65470,293,10,67,65533,10
5,65464,322,11,38,65533,10
5,8476,12459,502,2,4,10
5,65377,254,10,25,65531,10
5,65484,326,11,14,65531,10
5,65377,254,10,62,65532,10
5,65361,280,11,38,65532,10
6,38,145,5,26,0,10
6,45,174,6,42,0,10
6,53,203,7,39,0,10
6,60,233,8,21,0,10
6,39,176,6,9,1,10
6,46,205,7,8,1,10
6,61746,14678,505,4,1,10
6,61739,14707,506,5,1,10
6,65461,130,5,35,65532,10
6,65519,179,6,50,65532,10
6,65516,209,7,45,65532,10
6,65513,239,8,27,65532,10
6,65522,149,5,57,65533,10
6,65519,179,6,77,65533,10
6,65523,210,7,68,65533,10
6,65528,240,8,43,65533,10
6,0,270,9,21,65533,10
6,65522,149,5,56,65534,10
6,65519,179,6,83,65534,10
6,65523,210,7,75,65534,10
6,65528,240,8,41,65534,10
6,33,146,5,60,65535,10
6,39,176,6,96,65535,10
6,53,203,7,89,65535,10
6,60,233,8,46,65535,10
6,1895,15040,505,3,1,10
6,1899,15070,506,3,1,10
6,65522,149,5,35,65532,10
6,65446,156,6,50,65532,10
6,65431,182,7,44,65532,10
6,65423,212,8,25,65532,10
6,65461,130,5,43,65533,10
6,65446,156,6,55,65533,10
6,38,145,5,46,65534,10
6,51,173,6,75,65534,10
6,59,202,7,69,65534,10
6,68,230,8,36,65534,10
7,141,112,6,15,2,10
7,164,131,7,14,2,10
