frame,x,y,range_idx,peak_value,doppler_idx,xyz_q_format
0,65341,439,16,8,65535,10
1,65378,390,14,25,0,10
1,65367,417,15,49,0,10
1,65356,445,16,55,0,10
1,65345,473,17,36,0,10
1,65333,501,18,13,0,10
1,65392,395,14,29,65534,10
1,65381,423,15,57,65534,10
1,65371,451,16,64,65534,10
1,65361,479,17,42,65534,10
1,65350,507,18,15,65534,10
1,65365,384,14,48,65535,10
1,65367,417,15,94,65535,10
1,65356,445,16,105,65535,10
1,65345,473,17,69,65535,10
1,65333,501,18,25,65535,10
1,65148,376,18,11,65534,10
2,65451,381,13,19,0,10
2,65431,407,14,27,0,10
2,65423,436,15,27,0,10
2,65401,461,16,17,0,10
2,65463,383,13,29,65534,10
2,65444,410,14,45,65534,10
2,65423,436,15,46,65534,10
2,65416,465,16,30,65534,10
2,65457,351,12,17,65535,10
2,65451,381,13,39,65535,10
2,65431,407,14,59,65535,10
2,65409,432,15,59,65535,10
2,65401,461,16,38,65535,10
3,64320,1787,72,26,1,10
3,65453,2640,88,23,65533,10
3,65453,2670,89,23,65533,10
3,65513,360,12,18,65535,10
3,0,390,13,20,65535,10
3,13,420,14,16,65535,10
3,65131,2123,72,23,1,10
4,101,346,12,14,0,10
4,110,374,13,21,0,10
4,118,403,14,19,0,10
4,141,428,15,11,0,10
4,90,349,12,41,1,10
4,98,378,13,63,1,10
4,105,407,14,57,1,10
4,127,432,15,31,1,10
4,90,349,12,15,2,10
4,98,378,13,23,2,10
4,105,407,14,22,2,10
4,127,432,15,12,2,10
4,90,349,12,17,65535,10
4,98,378,13,25,65535,10
4,105,407,14,23,65535,10
4,113,436,15,12,65535,10
5,171,384,14,8,0,10
5,146,362,13,14,1,10
5,171,384,14,18,1,10
5,183,411,15,15,1,10
6,183,345,13,8,0,10
6,197,371,14,12,0,10
6,225,390,15,11,0,10
6,255,407,16,7,0,10
6,183,345,13,18,1,10
6,197,371,14,27,1,10
6,211,398,15,24,1,10
6,255,407,16,15,1,10
6,184,378,14,11,2,10
6,211,398,15,10,2,10
6,240,416,16,6,2,10
7,None, None, None, None, None
8,210,364,14,7,0,10
8,225,390,15,7,0,10
8,195,338,13,10,65535,10
8,210,364,14,16,65535,10
8,225,390,15,16,65535,10
9,169,318,12,16,0,10
9,183,345,13,26,0,10
9,197,371,14,25,0,10
9,211,398,15,14,0,10
9,180,312,12,21,65534,10
9,195,338,13,34,65534,10
9,210,364,14,33,65534,10
9,225,390,15,20,65534,10
9,158,324,12,32,65535,10
9,171,351,13,52,65535,10
9,197,371,14,49,65535,10
9,211,398,15,29,65535,10
10,114,310,11,9,0,10
10,135,334,12,10,0,10
10,59439,13715,500,3,2,10
10,134,302,11,34,65533,10
10,146,329,12,40,65533,10
10,159,357,13,27,65533,10
10,122,274,10,35,65534,10
10,134,302,11,72,65534,10
10,146,329,12,84,65534,10
10,159,357,13,56,65534,10
10,197,371,14,21,65534,10
10,103,282,10,24,65535,10
10,124,306,11,50,65535,10
10,135,334,12,58,65535,10
10,146,362,13,40,65535,10
11,45,236,8,11,0,10
11,59,264,9,19,0,10
11,66,293,10,19,0,10
11,68,262,9,62,65533,10
11,75,291,10,68,65533,10
11,72,322,11,47,65533,10
11,60,233,8,32,65534,10
11,68,262,9,62,65534,10
11,75,291,10,72,65534,10
11,83,320,11,50,65534,10
11,65506,238,8,23,65534,10
