frame,x,y,range_idx,peak_value,doppler_idx,xyz_q_format
0,0,540,18,21,0,10
0,0,570,19,31,0,10
0,0,600,20,27,0,10
0,0,540,18,25,65534,10
0,0,570,19,36,65534,10
0,0,600,20,32,65534,10
0,65519,540,18,41,65535,10
0,65518,570,19,59,65535,10
0,65517,600,20,52,65535,10
1,65438,439,15,17,0,10
1,65444,410,14,27,65535,10
1,65423,436,15,36,65535,10
1,65416,465,16,28,65535,10
2,65431,407,14,22,0,10
2,65409,432,15,22,0,10
2,15,480,16,16,0,10
2,65431,407,14,19,65534,10
2,65409,432,15,25,65534,10
2,15,480,16,38,65534,10
2,0,510,17,38,65534,10
2,0,540,18,23,65534,10
2,65438,378,13,23,65535,10
2,65418,403,14,41,65535,10
2,65395,428,15,43,65535,10
2,0,480,16,41,65535,10
2,65520,510,17,42,65535,10
2,65386,456,16,16,0,10
2,14,450,15,23,65534,10
2,65371,451,16,32,65535,10
3,65438,378,13,21,0,10
3,65470,415,14,25,0,10
3,65494,448,15,25,0,10
3,65487,387,13,21,65534,10
3,65510,419,14,39,65534,10
3,65522,450,15,46,65534,10
3,65521,480,16,34,65534,10
3,65438,378,13,40,65535,10
3,65470,415,14,52,65535,10
3,65494,448,15,56,65535,10
3,65506,479,16,40,65535,10
4,65446,349,12,48,0,10
4,65438,378,13,60,0,10
4,65444,410,14,45,0,10
4,65438,439,15,20,0,10
4,3752,14533,500,4,1,10
4,65446,349,12,52,65534,10
4,65451,381,13,71,65534,10
4,65457,413,14,58,65534,10
4,65452,442,15,29,65534,10
4,65435,346,12,93,65535,10
4,65438,378,13,117,65535,10
4,65431,407,14,89,65535,10
4,65438,439,15,41,65535,10
5,65461,291,10,36,0,10
5,65453,320,11,79,0,10
5,65446,349,12,96,0,10
5,65438,378,13,69,0,10
5,65431,407,14,27,0,10
5,3752,14533,500,4,0,10
5,65443,317,11,12,1,10
5,65435,346,12,15,1,10
5,65438,378,13,11,1,10
5,3277,14616,499,6,1,10
5,3752,14533,500,9,1,10
5,3760,14562,501,7,1,10
5,3283,14646,500,6,2,10
5,3760,14562,501,5,2,10
5,65446,349,12,22,65533,10
5,65461,291,10,46,65534,10
5,65453,320,11,103,65534,10
5,65446,349,12,128,65534,10
5,65451,381,13,95,65534,10
5,65444,410,14,41,65534,10
5,65452,288,10,71,65535,10
5,65443,317,11,155,65535,10
5,65435,346,12,190,65535,10
5,65438,378,13,137,65535,10
5,65431,407,14,56,65535,10
6,65485,265,9,94,0,10
6,65480,295,10,167,0,10
6,65474,324,11,169,0,10
6,65468,354,12,100,0,10
6,65463,383,13,30,0,10
6,2814,14743,500,5,0,10
6,2820,14772,501,9,0,10
6,2825,14802,502,9,0,10
6,2831,14831,503,5,0,10
6,65485,265,9,19,1,10
6,65480,295,10,34,1,10
6,65474,324,11,35,1,10
6,65468,354,12,20,1,10
6,2345,14825,500,11,1,10
6,2350,14854,501,19,1,10
6,2355,14884,502,20,1,10
6,2359,14914,503,11,1,10
6,2345,14825,500,9,2,10
6,2350,14854,501,16,2,10
6,1884,14951,502,16,2,10
6,1887,14981,503,9,2,10
6,65498,298,10,73,65533,10
6,65484,326,11,73,65533,10
6,65480,356,12,42,65533,10
6,65502,268,9,170,65534,10
6,65498,298,10,297,65534,10
6,65484,326,11,299,65534,10
6,65480,356,12,174,65534,10
6,65475,385,13,52,65534,10
6,65485,265,9,213,65535,10
6,65480,295,10,375,65535,10
6,65474,324,11,380,65535,10
6,65468,354,12,223,65535,10
6,65451,381,13,68,65535,10
6,65329,331,13,41,65534,10
7,8,240,8,27,0,10
7,8,270,9,27,0,10
7,15,240,8,60,65534,10
7,17,270,9,62,65534,10
7,0,240,8,66,65535,10
7,0,270,9,68,65535,10
7,65461,228,8,43,65534,10
7,65452,257,9,45,65534,10
8,6,180,6,38,0,10
8,7,210,7,51,0,10
8,8,240,8,40,0,10
8,7,210,7,9,1,10
8,8,240,8,7,1,10
8,65063,15122,504,4,1,10
8,65062,15152,505,6,1,10
8,65061,15182,506,4,1,10
8,13,210,7,73,65534,10
8,15,240,8,57,65534,10
8,6,180,6,80,65535,10
8,7,210,7,106,65535,10
8,0,240,8,84,65535,10
8,65464,197,7,37,0,10
8,65453,226,8,31,0,10
8,5201,14207,504,3,1,10
8,4737,14400,505,4,1,10
8,4747,14429,506,3,1,10
8,65470,200,7,63,65534,10
8,65461,228,8,52,65534,10
9,8,120,4,33,0,10
9,9,150,5,69,0,10
9,65480,171,6,82,0,10
9,65470,200,7,58,0,10
9,64587,15160,506,5,0,10
9,64585,15190,507,4,0,10
9,11,180,6,8,1,10
9,4264,14547,505,6,1,10
9,64112,15122,506,9,1,10
9,4280,14605,507,8,1,10
9,4272,14576,506,5,2,10
9,65485,173,6,98,65534,10
9,9,150,5,133,65535,10
9,11,180,6,156,65535,10
9,13,210,7,106,65535,10
9,65498,114,4,32,0,10
9,65489,143,5,68,0,10
9,11,180,6,81,0,10
9,13,210,7,55,0,10
9,4747,14429,506,4,0,10
9,4756,14457,507,4,0,10
9,65480,171,6,8,1,10
9,64589,15130,505,6,1,10
9,4272,14576,506,9,1,10
9,64109,15152,507,8,1,10
9,64112,15122,506,5,2,10
9,17,179,6,81,65534,10
9,65489,143,5,121,65535,10
9,65480,171,6,145,65535,10
9,65470,200,7,103,65535,10
10,65506,116,4,77,0,10
10,65494,144,5,95,0,10
10,65485,173,6,68,0,10
10,3797,14707,506,3,0,10
10,3805,14736,507,5,0,10
10,3812,14765,508,4,0,10
10,3797,14707,506,7,1,10
10,3805,14736,507,11,1,10
10,3812,14765,508,9,1,10
10,65502,115,4,141,65535,10
10,65494,144,5,174,65535,10
10,65485,173,6,123,65535,10
10,15,119,4,56,0,10
10,19,149,5,69,0,10
10,17,179,6,50,0,10
10,63637,15070,506,3,0,10
10,64109,15152,507,4,0,10
10,63630,15130,508,3,0,10
10,63637,15070,506,5,1,10
10,63634,15100,507,8,1,10
10,11,120,4,111,65535,10
10,14,149,5,138,65535,10
10,17,179,6,100,65535,10
11,65519,179,6,45,0,10
11,65523,210,7,42,0,10
11,0,240,8,31,0,10
11,947,15130,505,4,1,10
11,1424,15122,506,5,1,10
11,65525,180,6,44,65534,10
11,0,210,7,40,65534,10
11,65519,179,6,89,65535,10
11,65523,210,7,80,65535,10
11,0,240,8,60,65535,10
11,62694,14890,505,3,1,10
11,65452,159,6,33,65534,10
11,65438,186,7,39,65534,10
12,65529,210,7,34,0,10
12,65528,240,8,45,0,10
12,65528,270,9,40,0,10
12,65527,300,10,22,0,10
12,65513,118,4,24,1,10
12,65508,147,5,18,1,10
12,0,210,7,32,65534,10
12,0,240,8,45,65534,10
12,0,270,9,41,65534,10
12,0,300,10,22,65534,10
12,65529,210,7,61,65535,10
12,65528,240,8,82,65535,10
12,65528,270,9,73,65535,10
12,65527,300,10,41,65535,10
13,0,210,7,25,0,10
13,8,240,8,29,0,10
13,17,270,9,23,0,10
13,9,300,10,13,0,10
13,65522,89,3,29,1,10
13,65517,119,4,34,1,10
13,65517,149,5,27,1,10
13,65519,179,6,19,1,10
13,65529,210,7,14,1,10
13,8,240,8,11,1,10
13,8,270,9,8,1,10
13,7,210,7,24,65534,10
13,15,240,8,27,65534,10
13,17,270,9,21,65534,10
13,19,300,10,12,65534,10
13,0,210,7,58,65535,10
13,8,240,8,63,65535,10
13,17,270,9,49,65535,10
13,9,300,10,26,65535,10
13,65392,229,9,17,0,10
13,65386,260,10,12,0,10
13,65395,265,10,10,65534,10
13,65392,229,9,35,65535,10
13,65386,260,10,25,65535,10
14,65506,116,4,21,1,10
14,65498,145,5,17,1,10
14,65485,173,6,10,1,10
14,39,206,7,7,1,10
14,65470,200,7,6,1,10
15,None, None, None, None, None
16,65513,118,4,22,1,10
16,65508,147,5,16,1,10
16,65513,179,6,10,1,10
16,65516,209,7,8,1,10
16,65395,112,6,9,1,10
16,65385,146,7,7,1,10
17,None, None, None, None, None
18,65511,86,3,21,1,10
18,65498,114,4,26,1,10
18,65489,143,5,20,1,10
18,65474,169,6,11,1,10
18,65498,114,4,28,65535,10
18,65489,143,5,23,65535,10
18,65474,169,6,13,65535,10
19,65506,116,4,15,1,10
19,65503,146,5,9,1,10
19,65506,116,4,15,65535,10
20,None, None, None, None, None
21,None, None, None, None, None
22,65506,116,4,18,1,10
22,65494,144,5,14,1,10
22,65506,116,4,18,65535,10
22,65494,144,5,14,65535,10
22,65485,173,6,8,65535,10
23,None, None, None, None, None
24,65502,115,4,15,1,10
24,65494,144,5,10,1,10
24,65502,115,4,14,65535,10
24,65494,144,5,10,65535,10
