frame,x,y,range_idx,peak_value,doppler_idx,xyz_q_format
0,65452,534,18,10,1,10
0,65468,536,18,16,65535,10
0,65500,569,19,21,65535,10
0,65517,600,20,24,65535,10
1,65518,570,19,21,65535,10
1,65517,600,20,23,65535,10
2,65440,501,17,18,65535,10
2,65468,536,18,22,65535,10
2,65483,568,19,22,65535,10
3,65392,490,17,10,0,10
3,17,540,18,12,0,10
3,0,570,19,16,0,10
3,34,539,18,10,65534,10
3,18,570,19,13,65534,10
3,65431,469,16,23,65535,10
3,65408,494,17,26,65535,10
3,17,540,18,24,65535,10
3,0,570,19,32,65535,10
3,65517,600,20,25,65535,10
3,65367,513,18,10,0,10
3,65384,519,18,9,65534,10
3,65367,513,18,22,65535,10
4,65438,439,15,14,0,10
4,65446,472,16,21,0,10
4,65456,504,17,19,0,10
4,65461,474,16,17,65534,10
4,65472,506,17,17,65534,10
4,65438,439,15,28,65535,10
4,65446,472,16,43,65535,10
4,65440,501,17,39,65535,10
5,65395,428,15,24,0,10
5,0,480,16,34,0,10
5,65520,510,17,40,0,10
5,65519,540,18,28,0,10
5,65395,428,15,26,65534,10
5,0,480,16,50,65534,10
5,0,510,17,57,65534,10
5,0,540,18,38,65534,10
5,65418,403,14,25,65535,10
5,65395,428,15,47,65535,10
5,0,480,16,69,65535,10
5,65520,510,17,81,65535,10
5,65502,539,18,56,65535,10
5,14,450,15,17,0,10
5,65371,451,16,28,0,10
5,14,450,15,25,65534,10
5,65371,451,16,35,65534,10
5,14,450,15,35,65535,10
5,65371,451,16,53,65535,10
6,65426,374,13,21,0,10
6,65418,403,14,39,0,10
6,65395,428,15,41,0,10
6,15,480,16,25,0,10
6,65426,374,13,21,65534,10
6,65418,403,14,42,65534,10
6,14,450,15,53,65534,10
6,15,480,16,47,65534,10
6,16,510,17,25,65534,10
6,65426,374,13,38,65535,10
6,65405,399,14,73,65535,10
6,65395,428,15,77,65535,10
6,0,480,16,57,65535,10
6,0,510,17,31,65535,10
6,65371,451,16,24,0,10
6,26,419,14,36,65534,10
6,65395,428,15,48,65534,10
6,65371,451,16,34,65534,10
6,14,450,15,64,65535,10
6,65371,451,16,47,65535,10
7,65468,354,12,50,0,10
7,65463,383,13,102,0,10
7,65457,413,14,117,0,10
7,65452,442,15,79,0,10
7,65446,472,16,29,0,10
7,2803,14684,498,5,0,10
7,65463,383,13,17,1,10
7,65457,413,14,19,1,10
7,65452,442,15,13,1,10
7,2331,14736,497,7,1,10
7,2336,14765,498,10,1,10
7,2340,14795,499,9,1,10
7,1865,14802,497,5,2,10
7,1869,14832,498,7,2,10
7,1872,14862,499,7,2,10
7,65502,359,12,14,65533,10
7,65499,389,13,30,65533,10
7,65483,417,14,34,65533,10
7,65480,447,15,24,65533,10
7,65491,357,12,72,65534,10
7,65487,387,13,148,65534,10
7,65483,417,14,171,65534,10
7,65480,447,15,116,65534,10
7,65461,474,16,44,65534,10
7,65468,354,12,103,65535,10
7,65463,383,13,210,65535,10
7,65457,413,14,242,65535,10
7,65452,442,15,164,65535,10
7,65446,472,16,62,65535,10
8,65435,346,12,38,0,10
8,65438,378,13,36,0,10
8,65431,407,14,20,0,10
8,11,360,12,20,65533,10
8,12,390,13,18,65533,10
8,21,330,11,45,65534,10
8,65435,346,12,66,65534,10
8,65426,374,13,61,65534,10
8,65418,403,14,32,65534,10
8,65435,346,12,77,65535,10
8,65426,374,13,74,65535,10
8,65418,403,14,40,65535,10
8,65423,342,12,15,65533,10
8,65414,371,13,13,65533,10
8,65443,317,11,42,65534,10
8,23,360,12,64,65534,10
8,12,390,13,57,65534,10
8,13,420,14,31,65534,10
8,11,360,12,69,65535,10
8,12,390,13,61,65535,10
8,0,420,14,34,65535,10
9,65527,300,10,34,0,10
9,65526,330,11,36,0,10
9,65525,360,12,23,0,10
9,0,15039,501,4,1,10
9,0,15069,502,4,1,10
9,0,300,10,67,65534,10
9,0,330,11,71,65534,10
9,0,360,12,46,65534,10
9,65527,300,10,80,65535,10
9,65526,330,11,86,65535,10
9,65525,360,12,56,65535,10
10,8,240,8,39,0,10
10,8,270,9,52,0,10
10,9,300,10,40,0,10
10,8,270,9,10,1,10
10,65065,15062,502,4,1,10
10,65064,15092,503,5,1,10
10,65063,15122,504,4,1,10
10,64594,15040,502,3,2,10
10,64592,15070,503,4,2,10
10,64590,15100,504,3,2,10
10,15,240,8,63,65534,10
10,17,270,9,83,65534,10
10,19,300,10,64,65534,10
10,8,240,8,84,65535,10
10,8,270,9,110,65535,10
10,9,300,10,85,65535,10
10,65442,285,10,46,65534,10
11,11,180,6,30,0,10
11,7,210,7,61,0,10
11,8,240,8,71,0,10
11,8,270,9,50,0,10
11,65064,15092,503,5,1,10
11,64590,15100,504,7,1,10
11,64589,15130,505,6,1,10
11,64590,15100,504,5,2,10
11,64589,15130,505,4,2,10
11,15,240,8,84,65534,10
11,6,180,6,59,65535,10
11,7,210,7,119,65535,10
11,8,240,8,138,65535,10
11,0,270,9,96,65535,10
11,65461,228,8,60,65534,10
12,9,150,5,40,0,10
12,11,180,6,73,0,10
12,13,210,7,76,0,10
12,15,240,8,46,0,10
12,64589,15130,505,4,0,10
12,64587,15160,506,4,0,10
12,64590,15100,504,5,1,10
12,64115,15092,505,8,1,10
12,64112,15122,506,8,1,10
12,64115,15092,505,4,2,10
12,11,180,6,139,65535,10
12,13,210,7,145,65535,10
12,15,240,8,88,65535,10
12,65489,143,5,30,0,10
12,65480,171,6,53,0,10
12,65470,200,7,55,0,10
12,65461,228,8,33,0,10
12,4264,14547,505,6,1,10
12,4272,14576,506,6,1,10
12,4264,14547,505,3,2,10
13,65494,144,5,77,0,10
13,65485,173,6,84,0,10
13,65477,202,7,53,0,10
13,3797,14707,506,4,0,10
13,4280,14605,507,4,0,10
13,3790,14678,505,6,1,10
13,3797,14707,506,9,1,10
13,3805,14736,507,9,1,10
13,11,180,6,3,2,10
13,14,149,5,142,65535,10
13,65485,173,6,150,65535,10
13,65477,202,7,95,65535,10
13,14,149,5,72,0,10
13,17,179,6,76,0,10
13,20,209,7,46,0,10
13,64112,15122,506,4,0,10
13,64109,15152,507,4,0,10
13,64115,15092,505,5,1,10
13,63637,15070,506,8,1,10
13,63634,15100,507,8,1,10
13,65480,171,6,3,2,10
13,65494,144,5,138,65535,10
13,17,179,6,149,65535,10
13,20,209,7,92,65535,10
14,65503,146,5,54,0,10
14,65497,176,6,41,0,10
14,65506,116,4,22,1,10
14,65498,145,5,27,1,10
14,65491,174,6,20,1,10
14,3323,14821,506,5,1,10
14,3329,14851,507,7,1,10
14,65498,145,5,118,65535,10
14,65491,174,6,90,65535,10
14,23,148,5,39,0,10
14,23,179,6,30,0,10
14,15,119,4,17,1,10
14,19,149,5,22,1,10
14,23,179,6,16,1,10
14,63163,15003,506,4,1,10
14,63158,15032,507,5,1,10
14,19,149,5,93,65535,10
14,23,179,6,71,65535,10
15,65452,257,9,12,0,10
15,65414,274,10,10,0,10
15,65510,117,4,21,1,10
15,65503,146,5,23,1,10
15,65497,176,6,16,1,10
15,65476,233,8,28,65535,10
15,65452,257,9,25,65535,10
16,46,205,7,6,1,10
16,65446,223,8,5,1,10
16,65464,197,7,6,1,10
16,45,236,8,5,1,10
