frame,x,y,range_idx,peak_value,doppler_idx,xyz_q_format
0,65491,111,4,13,1,10
0,65480,139,5,11,1,10
0,65491,111,4,12,65535,10
0,65480,139,5,11,65535,10
1,65495,113,4,25,1,10
1,65480,139,5,22,1,10
1,65463,165,6,11,1,10
1,65495,113,4,29,65535,10
1,65480,139,5,26,65535,10
1,65463,165,6,13,65535,10
1,65401,119,6,8,1,10
1,65401,119,6,11,65535,10
2,65485,74,3,22,1,10
2,65468,99,4,29,1,10
2,65452,124,5,21,1,10
3,0,90,3,51,0,10
3,0,120,4,72,0,10
3,0,150,5,59,0,10
3,0,15249,508,4,0,10
3,65533,90,3,105,1,10
3,65532,120,4,147,1,10
3,65531,150,5,122,1,10
3,65530,180,6,60,1,10
3,65533,90,3,44,2,10
3,65532,120,4,62,2,10
3,65531,150,5,52,2,10
3,65525,180,6,26,2,10
3,0,15219,507,7,65535,10
3,0,15249,508,9,65535,10
3,0,15279,509,7,65535,10
4,108,104,5,45,1,10
4,129,125,6,45,1,10
4,83,87,4,42,2,10
4,108,104,5,72,2,10
4,129,125,6,73,2,10
4,151,146,7,45,2,10
4,83,87,4,21,3,10
4,103,109,5,36,3,10
4,124,131,6,36,3,10
4,151,146,7,24,3,10
4,173,167,8,12,3,10
4,54619,10561,506,4,65534,10
4,54597,10581,507,4,65534,10
4,52,141,5,33,1,10
4,62,169,6,32,1,10
5,151,146,7,27,1,10
5,173,167,8,27,1,10
5,129,125,6,43,2,10
5,151,146,7,69,2,10
5,173,167,8,67,2,10
5,194,188,9,39,2,10
5,124,131,6,30,3,10
5,144,153,7,47,3,10
5,165,174,8,45,3,10
5,194,188,9,26,3,10
6,177,204,9,41,2,10
6,197,227,10,43,2,10
7,None, None, None, None, None
8,159,357,13,21,1,10
9,122,371,13,19,0,10
9,131,399,14,29,0,10
9,141,428,15,26,0,10
9,122,371,13,36,1,10
9,131,399,14,55,1,10
9,141,428,15,51,1,10
9,110,374,13,18,2,10
9,131,399,14,27,2,10
9,141,428,15,25,2,10
10,66,415,14,18,1,10
10,70,445,15,21,1,10
10,66,415,14,9,65535,10
10,70,445,15,11,65535,10
11,None, None, None, None, None
12,65463,383,13,17,0,10
12,65457,413,14,27,0,10
12,65452,442,15,24,0,10
12,65446,472,16,12,0,10
12,65475,385,13,15,65534,10
12,65470,415,14,23,65534,10
12,65466,445,15,20,65534,10
12,65463,383,13,35,65535,10
12,65457,413,14,54,65535,10
12,65452,442,15,47,65535,10
12,65446,472,16,24,65535,10
13,65401,334,12,32,0,10
13,65390,362,13,50,0,10
13,65378,390,14,46,0,10
13,65367,417,15,25,0,10
13,5606,13858,498,4,1,10
13,5149,14066,499,4,1,10
13,65412,338,12,32,65534,10
13,65402,366,13,49,65534,10
13,65392,395,14,45,65534,10
13,65367,417,15,24,65534,10
13,65401,334,12,60,65535,10
13,65390,362,13,93,65535,10
13,65378,390,14,86,65535,10
13,65353,411,15,47,65535,10
14,65371,286,11,13,0,10
14,65345,305,12,19,0,10
14,65329,331,13,16,0,10
14,65356,312,12,18,65534,10
14,65341,338,13,15,65534,10
14,65361,280,11,25,65535,10
14,65345,305,12,35,65535,10
14,65329,331,13,30,65535,10
15,65339,227,10,22,0,10
15,65319,249,11,28,0,10
15,65300,272,12,21,0,10
15,65367,211,9,13,65534,10
15,65348,234,10,28,65534,10
15,65330,258,11,34,65534,10
15,65311,281,12,24,65534,10
15,65339,227,10,42,65535,10
15,65319,249,11,53,65535,10
15,65300,272,12,39,65535,10
16,65363,167,8,9,0,10
16,65333,179,9,18,0,10
16,65311,199,10,21,0,10
16,65288,218,11,15,0,10
16,65363,167,8,11,65534,10
16,65342,188,9,22,65534,10
16,65320,209,10,25,65534,10
16,65299,230,11,18,65534,10
16,65356,159,8,18,65535,10
16,65333,179,9,35,65535,10
16,65311,199,10,41,65535,10
16,65288,218,11,29,65535,10
17,65378,139,7,12,0,10
17,65356,159,8,20,0,10
17,65333,179,9,20,0,10
17,65378,139,7,18,65534,10
17,65356,159,8,32,65534,10
17,65333,179,9,33,65534,10
17,65311,199,10,19,65534,10
17,65372,131,7,25,65535,10
17,65348,150,8,43,65535,10
17,65325,169,9,44,65535,10
18,65401,119,6,14,0,10
18,65378,139,7,19,0,10
18,65356,159,8,14,0,10
18,65407,125,6,35,65534,10
18,65385,146,7,46,65534,10
18,65363,167,8,35,65534,10
18,65419,94,5,16,65535,10
18,65395,112,6,37,65535,10
18,65378,139,7,48,65535,10
18,65348,150,8,37,65535,10
19,65461,94,4,21,0,10
19,65442,117,5,38,0,10
19,65423,141,6,39,0,10
19,65398,159,7,23,0,10
19,65438,113,5,7,1,10
19,65418,136,6,7,1,10
19,9493,11857,506,4,1,10
19,9512,11881,507,4,1,10
19,65461,94,4,32,65534,10
19,65442,117,5,58,65534,10
19,65423,141,6,61,65534,10
19,65405,164,7,38,65534,10
19,65457,91,4,45,65535,10
