frame,x,y,range_idx,peak_value,doppler_idx,xyz_q_format
0,84,257,9,12,0,10
0,94,285,10,19,0,10
0,103,314,11,17,0,10
0,135,334,12,9,0,10
0,76,259,9,24,1,10
0,94,285,10,38,1,10
0,103,314,11,35,1,10
0,135,334,12,22,1,10
0,135,334,12,20,2,10
1,62,324,11,18,0,10
1,79,351,12,17,0,10
1,85,381,13,12,0,10
1,105,407,14,9,0,10
1,62,324,11,34,1,10
1,68,354,12,34,1,10
1,85,381,13,26,1,10
1,105,407,14,21,1,10
1,68,354,12,21,2,10
1,85,381,13,19,2,10
1,105,407,14,18,2,10
2,23,360,12,15,1,10
2,24,389,13,14,1,10
3,65523,420,14,13,0,10
3,65522,450,15,15,0,10
3,65523,420,14,24,65535,10
3,65522,450,15,29,65535,10
4,65457,351,12,23,0,10
4,65451,381,13,32,0,10
4,65444,410,14,27,0,10
4,2809,14713,499,5,1,10
4,2814,14743,500,4,1,10
4,2803,14684,498,5,2,10
4,2809,14713,499,7,2,10
4,2814,14743,500,5,2,10
4,65468,354,12,50,65533,10
4,65463,383,13,71,65533,10
4,65457,413,14,60,65533,10
4,65452,442,15,29,65533,10
4,65468,354,12,116,65534,10
4,65463,383,13,164,65534,10
4,65457,413,14,139,65534,10
4,65452,442,15,68,65534,10
4,65457,351,12,92,65535,10
4,65451,381,13,130,65535,10
4,65444,410,14,110,65535,10
4,65438,439,15,54,65535,10
5,65452,257,9,24,65533,10
5,65442,285,10,41,65533,10
5,65433,314,11,39,65533,10
5,65446,349,12,23,65533,10
5,65452,257,9,40,65534,10
5,65433,282,10,68,65534,10
5,65422,310,11,65,65534,10
5,65401,334,12,35,65534,10
5,65433,282,10,42,65535,10
5,65422,310,11,40,65535,10
5,65356,312,12,21,65533,10
6,65431,216,8,43,65533,10
6,65418,243,9,45,65533,10
6,65395,265,10,28,65533,10
6,65451,192,7,43,65534,10
6,65438,219,8,77,65534,10
6,65418,243,9,80,65534,10
6,65405,270,10,50,65534,10
6,65381,292,11,18,65534,10
6,65444,189,7,25,65535,10
6,65431,216,8,46,65535,10
6,65418,243,9,49,65535,10
6,65395,265,10,30,65535,10
6,65247,160,11,13,65534,10
7,65470,200,7,24,0,10
7,65461,228,8,23,0,10
7,65452,257,9,12,0,10
7,65470,200,7,21,65534,10
7,65468,230,8,20,65534,10
7,65470,200,7,49,65535,10
7,65461,228,8,46,65535,10
7,65452,257,9,25,65535,10
7,65392,153,7,16,65534,10
7,65371,174,8,15,65534,10
8,0,180,6,19,0,10
8,0,210,7,27,0,10
8,65528,240,8,23,0,10
8,65530,180,6,37,1,10
8,65529,210,7,53,1,10
8,65528,240,8,44,1,10
8,65521,240,8,24,2,10
8,65463,165,6,14,0,10
8,65451,192,7,21,0,10
8,65438,219,8,18,0,10
8,65463,165,6,26,1,10
8,65451,192,7,37,1,10
8,65438,219,8,32,1,10
9,39,206,7,29,0,10
9,45,236,8,52,0,10
9,59,264,9,53,0,10
9,66,293,10,31,0,10
9,39,206,7,57,1,10
9,45,236,8,108,1,10
9,51,265,9,119,1,10
9,56,295,10,80,1,10
9,45,236,8,87,2,10
9,51,265,9,108,2,10
9,56,295,10,82,2,10
9,62711,14802,502,3,65534,10
9,62705,14831,503,5,65534,10
9,62699,14861,504,4,65534,10
9,45,236,8,8,65535,10
9,51,265,9,8,65535,10
9,62240,14704,502,3,65535,10
9,62233,14734,503,6,65535,10
9,62226,14763,504,5,65535,10
9,65503,208,7,23,0,10
9,65498,237,8,41,0,10
9,65494,267,9,42,0,10
9,65489,296,10,25,0,10
9,65497,206,7,42,1,10
9,65491,236,8,78,1,10
9,65485,265,9,85,1,10
9,65489,296,10,57,1,10
9,65491,236,8,5,65535,10
9,65485,265,9,6,65535,10
9,2355,14884,502,3,65535,10
9,2359,14914,503,4,65535,10
9,2364,14943,504,4,65535,10
10,93,254,9,23,0,10
10,113,278,10,31,0,10
10,124,306,11,28,0,10
10,135,334,12,16,0,10
10,93,254,9,45,1,10
10,103,282,10,61,1,10
10,124,306,11,53,1,10
10,135,334,12,30,1,10
11,None, None, None, None, None
12,120,208,8,13,0,10
12,144,229,9,25,0,10
12,159,254,10,30,0,10
12,175,280,11,21,0,10
12,128,203,8,21,65534,10
12,152,223,9,45,65534,10
12,169,248,10,55,65534,10
12,186,273,11,40,65534,10
12,120,208,8,28,65535,10
12,144,229,9,56,65535,10
12,159,254,10,67,65535,10
12,175,280,11,49,65535,10
12,191,305,12,20,65535,10
13,112,178,7,10,0,10
13,128,203,8,13,0,10
13,131,164,7,32,65533,10
13,143,193,8,42,65533,10
13,160,217,9,35,65533,10
13,118,136,6,17,65534,10
13,131,164,7,41,65534,10
13,150,187,8,56,65534,10
13,169,211,9,48,65534,10
13,131,164,7,14,65535,10
13,143,193,8,22,65535,10
13,152,223,9,21,65535,10
13,51,173,6,13,65534,10
13,66,200,7,12,65535,10
14,84,159,6,27,65533,10
14,98,186,7,23,65533,10
14,84,159,6,53,65534,10
14,98,186,7,44,65534,10
14,17,179,6,22,65533,10
14,20,209,7,18,65533,10
14,23,179,6,46,65534,10
14,26,208,7,37,65534,10
15,11,120,4,62,0,10
15,14,149,5,78,0,10
15,17,179,6,55,0,10
15,98,186,7,21,0,10
15,64109,15152,507,4,0,10
15,65470,135,5,17,1,10
15,65452,159,6,14,1,10
15,58416,13417,506,5,1,10
15,63634,15100,507,8,1,10
15,63630,15130,508,7,1,10
15,15,119,4,61,65534,10
15,19,149,5,77,65534,10
15,23,179,6,58,65534,10
15,26,208,7,25,65534,10
15,11,120,4,107,65535,10
15,66,135,5,134,65535,10
15,79,162,6,102,65535,10
15,98,186,7,45,65535,10
15,53,234,8,18,65535,10
15,56,106,4,54,0,10
15,70,133,5,68,0,10
15,84,159,6,51,0,10
15,26,208,7,19,0,10
15,58402,13444,507,3,0,10
15,65522,149,5,17,1,10
15,65513,179,6,13,1,10
15,63637,15070,506,5,1,10
15,58402,13444,507,8,1,10
15,58388,13470,508,6,1,10
15,60,104,4,47,65534,10
15,75,130,5,60,65534,10
15,90,156,6,48,65534,10
15,105,182,7,25,65534,10
15,56,106,4,106,65535,10
15,14,149,5,134,65535,10
15,17,179,6,95,65535,10
15,26,208,7,33,65535,10
15,65446,223,8,15,65535,10
16,65491,111,4,53,0,10
16,65480,139,5,77,0,10
16,65468,167,6,69,0,10
16,65457,195,7,37,0,10
16,65446,223,8,11,0,10
16,5696,14081,506,3,0,10
16,5707,14109,507,4,0,10
16,65491,111,4,95,1,10
16,65480,139,5,139,1,10
16,65468,167,6,126,1,10
16,65457,195,7,71,1,10
16,65446,223,8,25,1,10
16,65487,110,4,49,2,10
16,65475,137,5,73,2,10
16,65463,165,6,69,2,10
16,65457,195,7,42,2,10
16,65528,240,8,22,2,10
16,5696,14081,506,7,65535,10
16,5707,14109,507,8,65535,10
16,5718,14136,508,5,65535,10
16,0,120,4,69,1,10
16,0,240,8,21,1,10
16,65532,120,4,38,2,10
16,65531,150,5,54,2,10
16,65530,180,6,50,2,10
16,65529,210,7,35,2,10
16,65446,223,8,20,2,10
17,65498,145,5,17,0,10
17,65491,174,6,28,0,10
17,65483,203,7,27,0,10
17,65468,230,8,16,0,10
17,65506,116,4,14,1,10
17,65498,145,5,43,1,10
17,65491,174,6,70,1,10
17,65483,203,7,68,1,10
17,65468,230,8,40,1,10
17,65498,145,5,42,2,10
17,65485,173,6,69,2,10
17,65477,202,7,68,2,10
17,65468,230,8,39,2,10
