frame,x,y,range_idx,peak_value,doppler_idx,xyz_q_format
0,68,262,9,33,0,10
0,75,291,10,26,0,10
0,65511,269,9,24,0,10
0,65498,298,10,20,0,10
1,38,237,8,24,0,10
1,42,267,9,38,0,10
1,47,296,10,32,0,10
1,62,324,11,15,0,10
1,30,238,8,51,1,10
1,42,267,9,82,1,10
1,47,296,10,75,1,10
1,72,322,11,47,1,10
1,90,349,12,23,1,10
1,42,267,9,68,2,10
1,56,295,10,74,2,10
1,79,351,12,30,2,10
1,552,2460,84,37,3,10
1,34,268,9,6,65535,10
1,62711,14802,502,3,65535,10
1,62705,14831,503,4,65535,10
1,65483,234,8,18,0,10
1,65477,264,9,28,0,10
1,65470,293,10,23,0,10
1,2825,14802,502,2,65535,10
1,2831,14831,503,3,65535,10
2,52,326,11,26,1,10
2,45,357,12,50,1,10
2,37,389,13,49,1,10
2,39,418,14,25,1,10
2,41,328,11,52,2,10
2,34,359,12,86,2,10
2,37,389,13,79,2,10
2,39,418,14,41,2,10
2,31,329,11,29,3,10
2,23,360,12,44,3,10
2,24,389,13,39,3,10
2,65464,322,11,20,1,10
3,None, None, None, None, None
4,None, None, None, None, None
5,65414,371,13,37,0,10
5,65405,399,14,61,0,10
5,65395,428,15,60,0,10
5,65371,451,16,41,0,10
5,65345,473,17,29,0,10
5,65426,374,13,40,65534,10
5,65418,403,14,66,65534,10
5,65409,432,15,65,65534,10
5,65386,456,16,47,65534,10
5,65345,473,17,38,65534,10
5,65414,371,13,69,65535,10
5,65405,399,14,114,65535,10
5,65395,428,15,113,65535,10
5,65371,451,16,78,65535,10
5,65329,466,17,58,65535,10
5,65316,494,18,49,65535,10
6,65367,318,12,25,65533,10
6,65353,345,13,26,65533,10
6,65352,378,14,14,65533,10
6,65269,362,15,26,65533,10
6,65251,386,16,30,65533,10
6,65367,318,12,34,65534,10
6,65365,351,13,34,65534,10
6,65352,378,14,18,65534,10
6,65269,362,15,24,65534,10
6,65266,397,16,29,65534,10
6,65234,292,14,14,65533,10
6,65221,278,14,14,65534,10
7,65376,217,9,15,65533,10
7,65358,242,10,20,65533,10
7,65340,266,11,15,65533,10
7,65283,161,10,24,65534,10
7,65257,177,11,20,65534,10
7,65378,324,12,8,65534,10
7,65386,260,10,10,65535,10
7,64867,647,31,22,65535,10
7,64846,668,32,26,65535,10
7,65386,260,10,21,65534,10
7,65381,292,11,17,65534,10
7,65243,210,12,7,65534,10
