frame,x,y,range_idx,peak_value,doppler_idx,xyz_q_format
0,65495,328,11,7,0,10
0,65461,94,4,14,65535,10
0,65447,121,5,20,65535,10
0,65429,145,6,16,65535,10
0,65411,169,7,8,65535,10
0,65506,116,4,13,65535,10
0,65498,145,5,17,65535,10
0,65491,174,6,13,65535,10
0,65490,205,7,6,65535,10
1,None, None, None, None, None
2,65513,148,5,60,0,10
2,65508,178,6,68,0,10
2,65503,208,7,44,0,10
2,2373,15003,506,4,0,10
2,65513,148,5,108,1,10
2,65508,178,6,123,1,10
2,1899,15070,506,8,65535,10
2,1902,15100,507,7,65535,10
2,33,146,5,49,0,10
2,39,176,6,55,0,10
2,46,205,7,35,0,10
2,62213,14821,506,3,0,10
2,33,146,5,95,1,10
2,39,176,6,107,1,10
2,61739,14707,506,6,65535,10
2,62207,14851,507,5,65535,10
3,65513,148,5,28,0,10
3,65508,178,6,64,0,10
3,65503,208,7,82,0,10
3,65498,237,8,63,0,10
3,65502,268,9,28,0,10
3,2369,14973,505,4,0,10
3,2373,15003,506,3,0,10
3,65508,178,6,114,1,10
3,65503,208,7,148,1,10
3,65498,237,8,115,1,10
3,65494,267,9,52,1,10
3,65497,206,7,86,2,10
3,65498,237,8,68,2,10
3,62694,14890,505,5,65534,10
3,1891,15011,504,6,65535,10
3,1895,15040,505,9,65535,10
3,2373,15003,506,7,65535,10
3,28,147,5,26,0,10
3,39,176,6,57,0,10
3,46,205,7,69,0,10
3,53,234,8,51,0,10
3,59,264,9,21,0,10
3,62220,14792,505,4,0,10
3,62213,14821,506,3,0,10
3,34,177,6,110,1,10
3,39,206,7,134,1,10
3,45,236,8,98,1,10
3,59,264,9,42,1,10
3,39,206,7,84,2,10
3,45,236,8,62,2,10
3,2369,14973,505,4,65534,10
3,62226,14763,504,5,65535,10
3,62220,14792,505,7,65535,10
3,62213,14821,506,6,65535,10
4,33,208,7,34,0,10
4,38,237,8,44,0,10
4,42,267,9,33,0,10
4,65480,295,10,15,0,10
4,33,208,7,72,1,10
4,38,237,8,92,1,10
4,42,267,9,69,1,10
4,30,238,8,71,2,10
4,33,208,7,6,65535,10
4,38,237,8,8,65535,10
4,42,267,9,6,65535,10
4,63177,14914,503,3,65535,10
4,63172,14943,504,5,65535,10
4,63167,14973,505,4,65535,10
4,65490,205,7,28,0,10
4,65483,234,8,37,0,10
4,65485,265,9,30,0,10
4,47,296,10,13,0,10
4,65490,205,7,54,1,10
4,65483,234,8,73,1,10
4,65477,264,9,59,1,10
4,65483,234,8,52,2,10
4,65490,205,7,5,65535,10
4,65483,234,8,6,65535,10
4,65477,264,9,5,65535,10
4,2831,14831,503,3,65535,10
4,2837,14861,504,4,65535,10
4,2842,14890,505,3,65535,10
5,65519,270,9,37,0,10
5,65517,300,10,43,0,10
5,65515,330,11,31,0,10
5,65528,240,8,41,1,10
5,65519,270,9,83,1,10
5,65508,299,10,98,1,10
5,65505,329,11,71,1,10
5,65502,359,12,29,1,10
5,65511,269,9,71,2,10
5,65508,299,10,87,2,10
5,65519,270,9,7,65535,10
5,65508,299,10,9,65535,10
5,940,15010,501,3,65535,10
5,942,15040,502,5,65535,10
5,472,15092,503,4,65535,10
5,65392,297,11,22,0,10
5,65378,324,12,20,1,10
6,9,300,10,32,0,10
6,10,330,11,50,0,10
6,11,360,12,46,0,10
6,0,390,13,25,0,10
6,9,300,10,89,1,10
6,10,330,11,140,1,10
6,0,360,12,131,1,10
6,0,390,13,72,1,10
6,0,300,10,97,2,10
6,0,330,11,152,2,10
6,0,360,12,142,2,10
6,0,390,13,79,2,10
6,0,300,10,32,3,10
6,0,330,11,50,3,10
6,0,360,12,47,3,10
6,65524,390,13,26,3,10
6,0,15009,500,6,65534,10
6,0,15039,501,7,65534,10
6,65065,15062,502,4,65534,10
6,9,300,10,7,65535,10
6,0,330,11,11,65535,10
6,0,360,12,10,65535,10
6,65067,15002,500,6,65535,10
6,65066,15032,501,6,65535,10
6,64594,15040,502,4,65535,10
6,65433,282,10,24,0,10
6,5159,14094,500,4,65535,10
6,5170,14123,501,4,65535,10
6,4709,14314,502,3,65535,10
7,11,360,12,27,0,10
7,12,390,13,33,0,10
7,13,420,14,24,0,10
7,10,330,11,32,1,10
7,11,360,12,69,1,10
7,12,390,13,84,1,10
7,0,420,14,60,1,10
7,10,330,11,33,2,10
7,11,360,12,70,2,10
7,0,390,13,84,2,10
7,0,420,14,60,2,10
7,0,450,15,23,2,10
7,0,360,12,21,3,10
7,0,390,13,25,3,10
7,0,420,14,17,3,10
7,12,390,13,7,65535,10
8,13,420,14,15,0,10
8,12,390,13,23,1,10
8,13,420,14,33,1,10
8,14,450,15,29,1,10
8,12,390,13,19,2,10
8,13,420,14,27,2,10
8,0,450,15,25,2,10
9,14,450,15,19,0,10
9,15,480,16,21,0,10
9,0,420,14,21,1,10
9,14,450,15,37,1,10
9,15,480,16,41,1,10
9,0,450,15,23,2,10
9,0,480,16,26,2,10
10,14,450,15,19,0,10
10,15,480,16,36,0,10
10,16,510,17,40,0,10
10,17,540,18,26,0,10
10,0,450,15,35,1,10
