frame,x,y,range_idx,peak_value,doppler_idx,xyz_q_format
0,65472,102,4,12,1,10
0,65456,127,5,10,1,10
0,65472,102,4,13,65535,10
0,65452,124,5,11,65535,10
0,65508,147,5,7,1,10
0,65508,147,5,7,65535,10
1,65452,124,5,9,1,10
1,65452,124,5,12,65535,10
1,65508,147,5,7,1,10
1,65508,147,5,9,65535,10
2,65491,78,3,198,0,10
2,65476,104,4,283,0,10
2,65461,130,5,231,0,10
2,65446,156,6,94,0,10
2,65378,139,7,47,0,10
2,65491,236,8,30,0,10
2,7120,13417,506,5,0,10
2,7610,13180,507,14,0,10
2,7625,13206,508,18,0,10
2,7640,13232,509,13,0,10
2,65491,78,3,403,1,10
2,65476,104,4,577,1,10
2,65461,130,5,474,1,10
2,65446,156,6,199,1,10
2,65378,139,7,97,1,10
2,65483,234,8,63,1,10
2,7610,13180,507,5,1,10
2,7625,13206,508,6,1,10
2,65491,78,3,165,2,10
2,65476,104,4,234,2,10
2,65461,130,5,187,2,10
2,65407,125,6,103,2,10
2,65477,202,7,77,2,10
2,65453,226,8,61,2,10
2,65435,250,9,42,2,10
2,65414,274,10,20,2,10
2,65457,195,7,24,3,10
2,65438,219,8,26,3,10
2,65426,247,9,21,3,10
2,0,300,10,12,3,10
2,65508,53,2,9,65534,10
2,65494,80,3,24,65534,10
2,65480,106,4,35,65534,10
2,65466,133,5,31,65534,10
2,65452,159,6,15,65534,10
2,62688,14920,506,6,65534,10
2,7610,13180,507,11,65534,10
2,7625,13206,508,15,65534,10
2,65504,51,2,24,65535,10
2,65491,78,3,64,65535,10
2,65476,104,4,94,65535,10
2,65461,130,5,84,65535,10
2,65440,153,6,46,65535,10
2,65424,178,7,16,65535,10
2,7120,13417,506,12,65535,10
2,7134,13444,507,30,65535,10
2,7148,13470,508,38,65535,10
2,7162,13497,509,28,65535,10
2,28,178,6,68,0,10
2,65497,206,7,47,0,10
2,65416,208,8,21,0,10
2,62688,14920,506,4,0,10
2,65490,205,7,92,1,10
2,65348,150,8,45,1,10
2,2383,15062,508,4,1,10
2,28,178,6,87,2,10
2,65378,139,7,68,2,10
2,0,300,10,17,2,10
2,0,270,9,16,3,10
2,65405,270,10,10,3,10
2,65527,59,2,7,65534,10
2,65522,89,3,17,65534,10
2,6171,13879,506,5,65534,10
2,65525,59,2,22,65535,10
2,65519,88,3,51,65535,10
2,65513,118,4,68,65535,10
2,65497,206,7,13,65535,10
2,62213,14821,506,9,65535,10
3,65525,89,3,45,0,10
3,65521,119,4,83,0,10
3,65517,149,5,86,0,10
3,65513,179,6,50,0,10
3,1902,15100,507,5,0,10
3,1906,15130,508,5,0,10
3,65522,89,3,86,1,10
3,65517,119,4,159,1,10
3,65513,148,5,167,1,10
3,65508,178,6,97,1,10
3,65517,119,4,110,2,10
3,65513,148,5,117,2,10
3,65508,178,6,68,2,10
3,65519,270,9,31,2,10
3,65513,239,8,27,3,10
3,65511,269,9,28,3,10
3,65508,299,10,17,3,10
3,65505,329,11,13,4,10
3,2373,15003,506,4,65534,10
3,2378,15032,507,7,65534,10
3,2383,15062,508,6,65534,10
3,65517,119,4,12,65535,10
3,65513,148,5,13,65535,10
3,65508,178,6,8,65535,10
3,1899,15070,506,5,65535,10
3,1902,15100,507,10,65535,10
3,1906,15130,508,10,65535,10
3,65418,243,9,22,2,10
4,23,148,5,38,1,10
4,28,178,6,60,1,10
4,33,208,7,56,1,10
4,38,237,8,31,1,10
4,19,149,5,61,2,10
4,23,179,6,98,2,10
4,26,208,7,93,2,10
4,30,238,8,52,2,10
4,63641,15040,505,5,65534,10
