frame,x,y,range_idx,peak_value,doppler_idx,xyz_q_format
0,65476,104,4,9,1,10
0,65456,127,5,9,1,10
0,65472,102,4,10,65535,10
0,65456,127,5,9,65535,10
1,65485,74,3,12,1,10
1,11,120,4,17,1,10
1,14,149,5,14,1,10
1,8,90,3,21,65535,10
1,11,120,4,30,65535,10
1,14,149,5,25,65535,10
1,17,179,6,12,65535,10
1,8,90,3,11,1,10
1,65472,102,4,16,1,10
1,65456,127,5,12,1,10
2,65461,94,4,99,0,10
2,65447,121,5,138,0,10
2,65435,149,6,134,0,10
2,65424,178,7,91,0,10
2,65416,208,8,40,0,10
2,8053,12843,505,5,0,10
2,8544,12558,506,7,0,10
2,9036,12246,507,8,0,10
2,9531,11904,508,6,0,10
2,65498,114,4,202,1,10
2,65442,117,5,265,1,10
2,65429,145,6,255,1,10
2,65424,178,7,173,1,10
2,4289,14634,508,4,1,10
2,65442,117,5,119,2,10
2,65429,145,6,117,2,10
2,65418,174,7,79,2,10
2,65511,86,3,16,65534,10
2,65502,115,4,23,65534,10
2,65494,144,5,19,65534,10
2,65474,169,6,10,65534,10
2,65444,189,7,6,65534,10
2,8527,12534,505,4,65534,10
2,9019,12222,506,7,65534,10
2,9512,11881,507,7,65534,10
2,65508,86,3,50,65535,10
2,65498,114,4,71,65535,10
2,65489,143,5,58,65535,10
2,65474,169,6,30,65535,10
2,65451,192,7,16,65535,10
2,8053,12843,505,10,65535,10
2,8544,12558,506,15,65535,10
2,9036,12246,507,17,65535,10
2,9531,11904,508,13,65535,10
2,65502,115,4,73,0,10
2,4289,14634,508,4,0,10
2,65457,91,4,194,1,10
2,65440,153,6,10,65534,10
2,4289,14634,508,11,65535,10
3,65495,113,4,56,0,10
3,65480,139,5,67,0,10
3,65463,165,6,50,0,10
3,65451,192,7,21,0,10
3,5707,14109,507,4,0,10
3,65491,111,4,103,1,10
3,65480,139,5,123,1,10
3,65463,165,6,91,1,10
3,65451,192,7,40,1,10
3,5696,14081,506,5,65535,10
3,5707,14109,507,7,65535,10
3,5242,14320,508,6,65535,10
4,65440,153,6,15,1,10
4,65435,149,6,29,2,10
4,65418,174,7,32,2,10
4,65393,193,8,23,2,10
4,64658,630,36,44,3,10
4,64634,647,37,42,3,10
4,64682,612,35,24,4,10
4,64658,630,36,38,4,10
4,64634,647,37,36,4,10
4,64609,665,38,19,4,10
4,65318,102,8,19,2,10
5,65424,178,7,41,1,10
5,65408,203,8,60,1,10
5,65392,229,9,52,1,10
5,65377,254,10,26,1,10
5,65440,153,6,24,2,10
5,65424,178,7,64,2,10
5,65408,203,8,93,2,10
5,65392,229,9,81,2,10
5,65367,248,10,41,2,10
5,65424,178,7,30,3,10
5,65401,199,8,44,3,10
5,65384,223,9,39,3,10
5,65367,248,10,20,3,10
5,8037,12818,504,5,65534,10
6,65423,212,8,12,0,10
6,65409,239,9,24,0,10
6,65395,265,10,27,0,10
6,65381,292,11,18,0,10
6,65423,212,8,24,1,10
6,65409,239,9,47,1,10
6,65395,265,10,53,1,10
6,65381,292,11,36,1,10
6,65409,239,9,31,2,10
6,65395,265,10,36,2,10
6,65381,292,11,26,2,10
7,65433,282,10,14,0,10
7,65422,310,11,16,0,10
7,65412,338,12,11,0,10
7,65435,250,9,19,1,10
7,65423,278,10,35,1,10
7,65412,306,11,38,1,10
7,65401,334,12,26,1,10
7,65423,278,10,14,2,10
7,65412,306,11,15,2,10
7,65401,334,12,10,2,10
7,65423,278,10,10,65535,10
7,65412,306,11,11,65535,10
