frame,x,y,range_idx,peak_value,doppler_idx,xyz_q_format
0,65498,114,4,8,1,10
0,65494,144,5,6,1,10
0,65498,114,4,10,65535,10
0,6,180,6,6,65535,10
0,0,210,7,5,65535,10
0,65461,130,5,5,1,10
0,65435,149,6,6,65535,10
0,65411,169,7,3,65535,10
1,65491,111,4,10,65535,10
1,65498,145,5,8,65535,10
1,65502,177,6,6,65535,10
1,174,45,6,5,65535,10
2,101,64,4,38,0,10
2,127,81,5,38,0,10
2,65390,105,6,25,0,10
2,65495,113,4,85,1,10
2,65405,73,5,77,1,10
2,65390,105,6,51,1,10
2,65502,83,3,21,65535,10
2,65491,111,4,28,65535,10
2,122,87,5,24,65535,10
2,146,105,6,17,65535,10
2,65427,51,4,37,0,10
2,65405,73,5,38,0,10
2,152,97,6,24,0,10
2,65427,51,4,74,1,10
2,65484,141,5,71,1,10
2,65474,169,6,36,1,10
2,98,70,4,22,65535,10
2,65480,139,5,23,65535,10
3,65466,133,5,8,0,10
3,65485,74,3,20,1,10
3,65468,99,4,39,1,10
3,65447,121,5,45,1,10
3,65429,145,6,31,1,10
3,65411,169,7,11,1,10
3,65483,72,3,31,2,10
3,65465,97,4,58,2,10
3,65447,121,5,64,2,10
3,65429,145,6,45,2,10
3,65405,164,7,22,2,10
3,233,60,8,8,2,10
3,65465,97,4,28,3,10
3,65442,117,5,47,3,10
3,65423,141,6,56,3,10
3,65398,159,7,43,3,10
3,65378,181,8,20,3,10
3,65438,113,5,31,4,10
3,65418,136,6,37,4,10
3,65398,159,7,28,4,10
3,65371,174,8,15,4,10
3,65342,188,9,7,4,10
3,65516,88,3,24,2,10
3,65510,117,4,47,2,10
3,65503,146,5,53,2,10
3,65497,176,6,36,2,10
3,204,52,7,22,2,10
3,65386,187,8,7,2,10
3,65510,117,4,27,3,10
3,145,37,5,44,3,10
3,174,45,6,50,3,10
3,204,52,7,35,3,10
3,225,84,8,16,3,10
4,65300,131,9,8,4,10
4,65273,145,10,11,4,10
4,65247,160,11,9,4,10
